defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,type_numeric,location_numeric,severity_numeric,inspection_method_numeric,year,month,day_of_week,defect_to_product_ratio,cost_bin,defects_per_inspection,avg_cost_per_defect_type,defects_per_day,cost_to_product_ratio,inspection_efficiency
647,11,Cosmetic,2024-05-03,Component,Moderate,Automated Testing,758.91,3,1,2,2,2024,5,Friday,0.08,High,297,513.9084789644013,10,39.253299999999996,501.8043097643098
648,31,Cosmetic,2024-01-09,Component,Critical,Visual Inspection,59.04,3,1,3,1,2024,1,Tuesday,0.12,Low,351,513.9084789644013,11,62.9977,494.0540740740741
649,76,Cosmetic,2024-01-11,Internal,Moderate,Visual Inspection,647.01,3,2,2,1,2024,1,Thursday,0.11,High,351,513.9084789644013,7,56.2061,494.0540740740741
650,32,Cosmetic,2024-05-21,Internal,Moderate,Manual Testing,451.58,3,2,2,3,2024,5,Tuesday,0.05,Medium,352,513.9084789644013,6,26.941100000000002,526.0746875
651,34,Structural,2024-02-09,Internal,Minor,Manual Testing,221.25,1,2,1,3,2024,2,Friday,0.09,Low,352,502.6245738636364,6,21.541700000000002,526.0746875
652,66,Cosmetic,2024-04-19,Component,Critical,Manual Testing,194.9,3,1,3,3,2024,4,Friday,0.11,Low,352,513.9084789644013,10,58.736,526.0746875
653,62,Functional,2024-02-29,Surface,Minor,Automated Testing,433.75,2,3,1,2,2024,2,Thursday,0.09,Medium,297,507.0961061946902,9,32.7141,501.8043097643098
654,86,Cosmetic,2024-06-19,Surface,Critical,Automated Testing,264.85,3,3,3,2,2024,6,Wednesday,0.14,Low,297,513.9084789644013,5,71.40729999999999,501.8043097643098
655,91,Cosmetic,2024-03-16,Surface,Moderate,Automated Testing,230.68,3,3,2,2,2024,3,Saturday,0.1,Low,297,513.9084789644013,7,26.756999999999998,501.8043097643098
656,63,Cosmetic,2024-06-21,Surface,Minor,Visual Inspection,836.11,3,3,1,1,2024,6,Friday,0.2,Critical,351,513.9084789644013,6,91.7406,494.0540740740741
657,73,Structural,2024-03-27,Surface,Critical,Manual Testing,703.94,1,3,3,3,2024,3,Wednesday,0.06,High,352,502.6245738636364,8,44.0672,526.0746875
658,94,Structural,2024-06-09,Surface,Moderate,Visual Inspection,814.84,1,3,2,1,2024,6,Sunday,0.06,Critical,351,502.6245738636364,7,34.898,494.0540740740741
659,88,Structural,2024-01-19,Component,Minor,Visual Inspection,153.25,1,1,1,1,2024,1,Friday,0.08,Low,351,502.6245738636364,5,51.813900000000004,494.0540740740741
660,12,Functional,2024-03-28,Internal,Minor,Visual Inspection,324.09,2,2,1,1,2024,3,Thursday,0.13,Medium,351,507.0961061946902,4,65.8365,494.0540740740741
661,48,Structural,2024-02-06,Component,Moderate,Visual Inspection,436.9,1,1,2,1,2024,2,Tuesday,0.07,Medium,351,502.6245738636364,6,44.5807,494.0540740740741
662,35,Cosmetic,2024-06-17,Surface,Minor,Manual Testing,917.26,3,3,1,3,2024,6,Monday,0.11,Critical,352,513.9084789644013,7,58.6208,526.0746875
663,25,Cosmetic,2024-01-13,Component,Critical,Automated Testing,45.26,3,1,3,2,2024,1,Saturday,0.11,Low,297,513.9084789644013,10,34.7919,501.8043097643098
664,47,Functional,2024-01-26,Surface,Critical,Visual Inspection,416.2,2,3,3,1,2024,1,Friday,0.11,Medium,351,507.0961061946902,8,62.7588,494.0540740740741
665,55,Functional,2024-05-16,Component,Minor,Manual Testing,246.83,2,1,1,3,2024,5,Thursday,0.03,Low,352,507.0961061946902,10,12.958400000000001,526.0746875
666,45,Structural,2024-01-03,Component,Critical,Visual Inspection,824.28,1,1,3,1,2024,1,Wednesday,0.15,Critical,351,502.6245738636364,7,95.3236,494.0540740740741
667,12,Cosmetic,2024-06-02,Surface,Minor,Visual Inspection,680.74,3,3,1,1,2024,6,Sunday,0.13,High,351,513.9084789644013,5,65.8365,494.0540740740741
668,33,Structural,2024-02-26,Surface,Critical,Automated Testing,376.62,1,3,3,2,2024,2,Monday,0.11,Medium,297,502.6245738636364,5,55.758100000000006,501.8043097643098
669,3,Functional,2024-01-10,Surface,Moderate,Manual Testing,400.79,2,3,2,3,2024,1,Wednesday,0.08,Medium,352,507.0961061946902,5,31.0665,526.0746875
670,15,Structural,2024-02-19,Component,Critical,Visual Inspection,496.72,1,1,3,1,2024,2,Monday,0.1,Medium,351,502.6245738636364,7,40.4251,494.0540740740741
671,45,Structural,2024-04-21,Component,Moderate,Manual Testing,369.13,1,1,2,3,2024,4,Sunday,0.15,Medium,352,502.6245738636364,6,95.3236,526.0746875
672,16,Functional,2024-05-19,Internal,Moderate,Automated Testing,916.45,2,2,2,2,2024,5,Sunday,0.05,Critical,297,507.0961061946902,9,35.5939,501.8043097643098
673,63,Functional,2024-05-01,Internal,Minor,Visual Inspection,152.08,2,2,1,1,2024,5,Wednesday,0.2,Low,351,507.0961061946902,5,91.7406,494.0540740740741
674,63,Structural,2024-01-06,Surface,Moderate,Visual Inspection,373.52,1,3,2,1,2024,1,Saturday,0.2,Medium,351,502.6245738636364,9,91.7406,494.0540740740741
675,96,Cosmetic,2024-05-12,Surface,Critical,Visual Inspection,345.64,3,3,3,1,2024,5,Sunday,0.13,Medium,351,513.9084789644013,9,59.2923,494.0540740740741
676,4,Cosmetic,2024-04-06,Internal,Critical,Visual Inspection,33.95,3,2,3,1,2024,4,Saturday,0.16,Low,351,513.9084789644013,6,64.9545,494.0540740740741
677,2,Structural,2024-01-04,Component,Critical,Visual Inspection,478.44,1,1,3,1,2024,1,Thursday,0.07,Medium,351,502.6245738636364,6,31.894000000000002,494.0540740740741
678,19,Functional,2024-03-20,Component,Critical,Manual Testing,884.03,2,1,3,3,2024,3,Wednesday,0.04,Critical,352,507.0961061946902,5,19.823600000000003,526.0746875
679,61,Structural,2024-01-23,Internal,Critical,Visual Inspection,113.64,1,2,3,1,2024,1,Tuesday,0.11,Low,351,502.6245738636364,5,59.6751,494.0540740740741
680,5,Structural,2024-01-19,Component,Moderate,Visual Inspection,479.38,1,1,2,1,2024,1,Friday,0.13,Medium,351,502.6245738636364,5,59.1251,494.0540740740741
681,8,Structural,2024-01-16,Internal,Critical,Visual Inspection,395.56,1,2,3,1,2024,1,Tuesday,0.11,Medium,351,502.6245738636364,8,63.0805,494.0540740740741
682,6,Structural,2024-01-13,Component,Moderate,Manual Testing,290.66,1,1,2,3,2024,1,Saturday,0.15,Medium,352,502.6245738636364,10,87.3381,526.0746875
683,18,Cosmetic,2024-02-25,Component,Minor,Visual Inspection,309.32,3,1,1,1,2024,2,Sunday,0.06,Medium,351,513.9084789644013,10,19.4631,494.0540740740741
684,33,Structural,2024-03-16,Component,Moderate,Manual Testing,28.05,1,1,2,3,2024,3,Saturday,0.11,Low,352,502.6245738636364,7,55.758100000000006,526.0746875
685,40,Structural,2024-06-24,Surface,Critical,Visual Inspection,37.69,1,3,3,1,2024,6,Monday,0.07,Low,351,502.6245738636364,8,26.2277,494.0540740740741
686,35,Cosmetic,2024-01-23,Internal,Critical,Automated Testing,293.44,3,2,3,2,2024,1,Tuesday,0.11,Medium,297,513.9084789644013,5,58.6208,501.8043097643098
687,99,Functional,2024-03-16,Component,Minor,Visual Inspection,249.02,2,1,1,1,2024,3,Saturday,0.1,Low,351,507.0961061946902,7,55.981300000000005,494.0540740740741
688,65,Structural,2024-02-18,Surface,Minor,Manual Testing,327.88,1,3,1,3,2024,2,Sunday,0.11,Medium,352,502.6245738636364,8,55.3059,526.0746875
689,56,Cosmetic,2024-03-09,Surface,Critical,Manual Testing,749.31,3,3,3,3,2024,3,Saturday,0.18,High,352,513.9084789644013,5,99.163,526.0746875
690,96,Cosmetic,2024-05-26,Component,Minor,Automated Testing,19.23,3,1,1,2,2024,5,Sunday,0.13,Low,297,513.9084789644013,7,59.2923,501.8043097643098
691,4,Functional,2024-05-31,Internal,Critical,Manual Testing,470.43,2,2,3,3,2024,5,Friday,0.16,Medium,352,507.0961061946902,4,64.9545,526.0746875
692,67,Cosmetic,2024-02-18,Component,Critical,Automated Testing,135.49,3,1,3,2,2024,2,Sunday,0.12,Low,297,513.9084789644013,8,67.6574,501.8043097643098
693,95,Structural,2024-06-26,Component,Minor,Manual Testing,531.4,1,1,1,3,2024,6,Wednesday,0.12,High,352,502.6245738636364,6,61.257799999999996,526.0746875
694,18,Cosmetic,2024-02-16,Surface,Critical,Manual Testing,205.83,3,3,3,3,2024,2,Friday,0.06,Low,352,513.9084789644013,8,19.4631,526.0746875
695,97,Cosmetic,2024-04-20,Component,Moderate,Visual Inspection,547.02,3,1,2,1,2024,4,Saturday,0.19,High,351,513.9084789644013,5,84.0584,494.0540740740741
696,84,Functional,2024-01-06,Component,Moderate,Visual Inspection,459.29,2,1,2,1,2024,1,Saturday,0.07,Medium,351,507.0961061946902,9,34.433099999999996,494.0540740740741
697,51,Cosmetic,2024-04-02,Surface,Critical,Manual Testing,762.32,3,3,3,3,2024,4,Tuesday,0.13,Critical,352,513.9084789644013,2,66.7168,526.0746875
698,34,Cosmetic,2024-03-29,Component,Moderate,Visual Inspection,684.85,3,1,2,1,2024,3,Friday,0.09,High,351,513.9084789644013,9,21.541700000000002,494.0540740740741
699,1,Cosmetic,2024-04-04,Component,Critical,Automated Testing,940.9,3,1,3,2,2024,4,Thursday,0.12,Critical,297,513.9084789644013,11,66.52590000000001,501.8043097643098
700,41,Cosmetic,2024-02-13,Surface,Minor,Manual Testing,894.66,3,3,1,3,2024,2,Tuesday,0.11,Critical,352,513.9084789644013,6,58.3353,526.0746875
701,67,Functional,2024-03-30,Component,Minor,Manual Testing,10.44,2,1,1,3,2024,3,Saturday,0.12,Low,352,507.0961061946902,8,67.6574,526.0746875
702,43,Cosmetic,2024-04-20,Component,Minor,Visual Inspection,878.23,3,1,1,1,2024,4,Saturday,0.13,Critical,351,513.9084789644013,5,75.4063,494.0540740740741
703,34,Structural,2024-01-31,Internal,Minor,Automated Testing,164.64,1,2,1,2,2024,1,Wednesday,0.09,Low,297,502.6245738636364,3,21.541700000000002,501.8043097643098
704,7,Structural,2024-02-02,Internal,Critical,Visual Inspection,132.46,1,2,3,1,2024,2,Friday,0.14,Low,351,502.6245738636364,7,64.9622,494.0540740740741
705,54,Functional,2024-02-03,Internal,Moderate,Automated Testing,789.51,2,2,2,2,2024,2,Saturday,0.09,Critical,297,507.0961061946902,6,43.9343,501.8043097643098
706,37,Functional,2024-05-24,Component,Moderate,Visual Inspection,969.4,2,1,2,1,2024,5,Friday,0.08,Critical,351,507.0961061946902,7,50.3751,494.0540740740741
707,86,Functional,2024-03-14,Surface,Critical,Automated Testing,667.18,2,3,3,2,2024,3,Thursday,0.14,High,297,507.0961061946902,4,71.40729999999999,501.8043097643098
708,22,Functional,2024-04-09,Component,Minor,Manual Testing,781.35,2,1,1,3,2024,4,Tuesday,0.08,Critical,352,507.0961061946902,5,37.5166,526.0746875
709,79,Functional,2024-03-10,Component,Minor,Automated Testing,711.6,2,1,1,2,2024,3,Sunday,0.13,High,297,507.0961061946902,8,74.263,501.8043097643098
710,4,Cosmetic,2024-06-26,Surface,Moderate,Visual Inspection,91.9,3,3,2,1,2024,6,Wednesday,0.16,Low,351,513.9084789644013,6,64.9545,494.0540740740741
711,36,Cosmetic,2024-05-28,Internal,Minor,Manual Testing,767.74,3,2,1,3,2024,5,Tuesday,0.12,Critical,352,513.9084789644013,4,52.018499999999996,526.0746875
712,74,Structural,2024-03-30,Surface,Minor,Visual Inspection,535.88,1,3,1,1,2024,3,Saturday,0.15,High,351,502.6245738636364,8,84.6054,494.0540740740741
713,36,Structural,2024-02-29,Internal,Critical,Automated Testing,390.43,1,2,3,2,2024,2,Thursday,0.12,Medium,297,502.6245738636364,9,52.018499999999996,501.8043097643098
714,66,Cosmetic,2024-06-04,Component,Minor,Visual Inspection,932.34,3,1,1,1,2024,6,Tuesday,0.11,Critical,351,513.9084789644013,6,58.736,494.0540740740741
715,27,Functional,2024-04-21,Surface,Moderate,Manual Testing,763.5,2,3,2,3,2024,4,Sunday,0.12,Critical,352,507.0961061946902,6,66.631,526.0746875
716,86,Structural,2024-04-05,Surface,Minor,Visual Inspection,438.58,1,3,1,1,2024,4,Friday,0.14,Medium,351,502.6245738636364,8,71.40729999999999,494.0540740740741
717,84,Cosmetic,2024-01-01,Internal,Minor,Manual Testing,147.94,3,2,1,3,2024,1,Monday,0.07,Low,352,513.9084789644013,4,34.433099999999996,526.0746875
718,33,Cosmetic,2024-03-11,Internal,Minor,Automated Testing,967.35,3,2,1,2,2024,3,Monday,0.11,Critical,297,513.9084789644013,7,55.758100000000006,501.8043097643098
719,18,Cosmetic,2024-04-04,Internal,Minor,Manual Testing,909.42,3,2,1,3,2024,4,Thursday,0.06,Critical,352,513.9084789644013,11,19.4631,526.0746875
720,77,Functional,2024-02-02,Internal,Moderate,Manual Testing,617.24,2,2,2,3,2024,2,Friday,0.14,High,352,507.0961061946902,7,76.5737,526.0746875
721,44,Cosmetic,2024-04-26,Component,Moderate,Manual Testing,552.0,3,1,2,3,2024,4,Friday,0.11,High,352,513.9084789644013,10,42.5841,526.0746875
722,76,Structural,2024-03-10,Internal,Minor,Manual Testing,746.64,1,2,1,3,2024,3,Sunday,0.11,High,352,502.6245738636364,8,56.2061,526.0746875
723,25,Structural,2024-01-27,Internal,Critical,Visual Inspection,133.43,1,2,3,1,2024,1,Saturday,0.11,Low,351,502.6245738636364,7,34.7919,494.0540740740741
724,58,Structural,2024-02-21,Surface,Moderate,Manual Testing,437.82,1,3,2,3,2024,2,Wednesday,0.1,Medium,352,502.6245738636364,4,60.3877,526.0746875
725,15,Cosmetic,2024-03-27,Surface,Minor,Visual Inspection,713.29,3,3,1,1,2024,3,Wednesday,0.1,High,351,513.9084789644013,8,40.4251,494.0540740740741
726,24,Cosmetic,2024-02-25,Surface,Critical,Automated Testing,321.04,3,3,3,2,2024,2,Sunday,0.08,Medium,297,513.9084789644013,10,33.579899999999995,501.8043097643098
727,92,Functional,2024-01-12,Surface,Minor,Automated Testing,988.41,2,3,1,2,2024,1,Friday,0.16,Critical,297,507.0961061946902,6,75.8884,501.8043097643098
728,5,Structural,2024-01-10,Component,Critical,Manual Testing,164.56,1,1,3,3,2024,1,Wednesday,0.13,Low,352,502.6245738636364,5,59.1251,526.0746875
729,74,Structural,2024-02-28,Component,Moderate,Manual Testing,357.07,1,1,2,3,2024,2,Wednesday,0.15,Medium,352,502.6245738636364,5,84.6054,526.0746875
730,31,Structural,2024-03-19,Surface,Minor,Automated Testing,189.23,1,3,1,2,2024,3,Tuesday,0.12,Low,297,502.6245738636364,6,62.9977,501.8043097643098
731,37,Cosmetic,2024-05-30,Component,Moderate,Manual Testing,840.24,3,1,2,3,2024,5,Thursday,0.08,Critical,352,513.9084789644013,6,50.3751,526.0746875
732,44,Structural,2024-02-21,Internal,Minor,Automated Testing,630.5,1,2,1,2,2024,2,Wednesday,0.11,High,297,502.6245738636364,4,42.5841,501.8043097643098
733,28,Functional,2024-02-06,Surface,Moderate,Manual Testing,584.54,2,3,2,3,2024,2,Tuesday,0.12,High,352,507.0961061946902,6,55.408199999999994,526.0746875
734,85,Functional,2024-02-16,Surface,Moderate,Automated Testing,995.47,2,3,2,2,2024,2,Friday,0.04,Critical,297,507.0961061946902,8,13.3725,501.8043097643098
735,60,Structural,2024-02-12,Surface,Critical,Manual Testing,894.31,1,3,3,3,2024,2,Monday,0.1,Critical,352,502.6245738636364,4,63.1134,526.0746875
736,63,Functional,2024-01-21,Component,Minor,Automated Testing,420.57,2,1,1,2,2024,1,Sunday,0.2,Medium,297,507.0961061946902,7,91.7406,501.8043097643098
737,46,Structural,2024-04-14,Component,Moderate,Visual Inspection,71.86,1,1,2,1,2024,4,Sunday,0.13,Low,351,502.6245738636364,2,65.2049,494.0540740740741
738,81,Structural,2024-05-04,Internal,Minor,Manual Testing,895.96,1,2,1,3,2024,5,Saturday,0.2,Critical,352,502.6245738636364,5,117.40639999999999,526.0746875
739,98,Cosmetic,2024-02-04,Component,Moderate,Manual Testing,491.28,3,1,2,3,2024,2,Sunday,0.08,Medium,352,513.9084789644013,8,46.043800000000005,526.0746875
740,79,Functional,2024-04-23,Internal,Moderate,Manual Testing,63.99,2,2,2,3,2024,4,Tuesday,0.13,Low,352,507.0961061946902,7,74.263,526.0746875
741,91,Cosmetic,2024-04-06,Internal,Minor,Visual Inspection,409.99,3,2,1,1,2024,4,Saturday,0.1,Medium,351,513.9084789644013,6,26.756999999999998,494.0540740740741
742,51,Cosmetic,2024-01-06,Internal,Critical,Automated Testing,391.78,3,2,3,2,2024,1,Saturday,0.13,Medium,297,513.9084789644013,9,66.7168,501.8043097643098
743,27,Cosmetic,2024-01-24,Internal,Minor,Manual Testing,921.78,3,2,1,3,2024,1,Wednesday,0.12,Critical,352,513.9084789644013,3,66.631,526.0746875
744,30,Cosmetic,2024-06-10,Component,Minor,Manual Testing,789.34,3,1,1,3,2024,6,Monday,0.09,Critical,352,513.9084789644013,2,52.728199999999994,526.0746875
745,97,Cosmetic,2024-05-08,Internal,Moderate,Visual Inspection,862.7,3,2,2,1,2024,5,Wednesday,0.19,Critical,351,513.9084789644013,5,84.0584,494.0540740740741
746,93,Structural,2024-02-09,Component,Minor,Manual Testing,395.02,1,1,1,3,2024,2,Friday,0.09,Medium,352,502.6245738636364,6,34.596599999999995,526.0746875
747,52,Cosmetic,2024-03-03,Surface,Minor,Visual Inspection,507.39,3,3,1,1,2024,3,Sunday,0.04,High,351,513.9084789644013,10,16.4765,494.0540740740741
748,41,Cosmetic,2024-02-14,Internal,Moderate,Manual Testing,990.02,3,2,2,3,2024,2,Wednesday,0.11,Critical,352,513.9084789644013,5,58.3353,526.0746875
749,64,Functional,2024-06-17,Component,Minor,Visual Inspection,466.97,2,1,1,1,2024,6,Monday,0.11,Medium,351,507.0961061946902,7,55.9664,494.0540740740741
750,9,Functional,2024-03-23,Surface,Moderate,Manual Testing,49.52,2,3,2,3,2024,3,Saturday,0.09,Low,352,507.0961061946902,12,44.38399999999999,526.0746875
751,42,Functional,2024-01-14,Component,Minor,Manual Testing,543.93,2,1,1,3,2024,1,Sunday,0.05,High,352,507.0961061946902,4,25.5651,526.0746875
752,81,Functional,2024-05-12,Surface,Moderate,Automated Testing,688.91,2,3,2,2,2024,5,Sunday,0.2,High,297,507.0961061946902,9,117.40639999999999,501.8043097643098
753,83,Cosmetic,2024-01-08,Surface,Critical,Visual Inspection,140.96,3,3,3,1,2024,1,Monday,0.11,Low,351,513.9084789644013,5,52.4495,494.0540740740741
754,17,Structural,2024-01-13,Component,Minor,Manual Testing,624.69,1,1,1,3,2024,1,Saturday,0.14,High,352,502.6245738636364,10,72.947,526.0746875
755,90,Cosmetic,2024-01-01,Component,Critical,Manual Testing,317.5,3,1,3,3,2024,1,Monday,0.13,Medium,352,513.9084789644013,4,48.49940000000001,526.0746875
756,77,Functional,2024-06-12,Component,Minor,Manual Testing,363.84,2,1,1,3,2024,6,Wednesday,0.14,Medium,352,507.0961061946902,5,76.5737,526.0746875
757,40,Functional,2024-03-17,Surface,Moderate,Manual Testing,472.15,2,3,2,3,2024,3,Sunday,0.07,Medium,352,507.0961061946902,6,26.2277,526.0746875
758,12,Cosmetic,2024-01-22,Internal,Moderate,Automated Testing,765.19,3,2,2,2,2024,1,Monday,0.13,Critical,297,513.9084789644013,3,65.8365,501.8043097643098
759,40,Cosmetic,2024-03-23,Surface,Moderate,Manual Testing,551.79,3,3,2,3,2024,3,Saturday,0.07,High,352,513.9084789644013,12,26.2277,526.0746875
760,31,Structural,2024-06-22,Surface,Critical,Manual Testing,950.2,1,3,3,3,2024,6,Saturday,0.12,Critical,352,502.6245738636364,7,62.9977,526.0746875
761,67,Functional,2024-01-05,Component,Critical,Automated Testing,749.01,2,1,3,2,2024,1,Friday,0.12,High,297,507.0961061946902,6,67.6574,501.8043097643098
762,27,Cosmetic,2024-02-15,Internal,Critical,Manual Testing,917.24,3,2,3,3,2024,2,Thursday,0.12,Critical,352,513.9084789644013,7,66.631,526.0746875
763,44,Cosmetic,2024-04-24,Component,Minor,Automated Testing,527.76,3,1,1,2,2024,4,Wednesday,0.11,High,297,513.9084789644013,9,42.5841,501.8043097643098
764,40,Structural,2024-04-26,Internal,Minor,Visual Inspection,615.24,1,2,1,1,2024,4,Friday,0.07,High,351,502.6245738636364,10,26.2277,494.0540740740741
765,70,Structural,2024-04-26,Component,Minor,Visual Inspection,610.26,1,1,1,1,2024,4,Friday,0.08,High,351,502.6245738636364,10,39.7,494.0540740740741
766,49,Cosmetic,2024-04-06,Component,Moderate,Visual Inspection,305.36,3,1,2,1,2024,4,Saturday,0.12,Medium,351,513.9084789644013,6,84.1922,494.0540740740741
767,81,Structural,2024-03-23,Component,Minor,Automated Testing,753.7,1,1,1,2,2024,3,Saturday,0.2,High,297,502.6245738636364,12,117.40639999999999,501.8043097643098
768,48,Cosmetic,2024-01-09,Internal,Moderate,Visual Inspection,67.49,3,2,2,1,2024,1,Tuesday,0.07,Low,351,513.9084789644013,11,44.5807,494.0540740740741
769,83,Structural,2024-06-26,Component,Minor,Visual Inspection,655.26,1,1,1,1,2024,6,Wednesday,0.11,High,351,502.6245738636364,6,52.4495,494.0540740740741
770,56,Structural,2024-04-24,Surface,Moderate,Visual Inspection,119.28,1,3,2,1,2024,4,Wednesday,0.18,Low,351,502.6245738636364,9,99.163,494.0540740740741
771,97,Structural,2024-01-13,Internal,Critical,Manual Testing,617.35,1,2,3,3,2024,1,Saturday,0.19,High,352,502.6245738636364,10,84.0584,526.0746875
772,1,Cosmetic,2024-06-11,Surface,Critical,Manual Testing,514.52,3,3,3,3,2024,6,Tuesday,0.12,High,352,513.9084789644013,5,66.52590000000001,526.0746875
773,57,Functional,2024-03-30,Component,Minor,Automated Testing,552.3,2,1,1,2,2024,3,Saturday,0.06,High,297,507.0961061946902,8,30.9094,501.8043097643098
774,35,Structural,2024-03-17,Surface,Critical,Manual Testing,957.27,1,3,3,3,2024,3,Sunday,0.11,Critical,352,502.6245738636364,6,58.6208,526.0746875
775,22,Cosmetic,2024-05-16,Surface,Minor,Visual Inspection,379.78,3,3,1,1,2024,5,Thursday,0.08,Medium,351,513.9084789644013,10,37.5166,494.0540740740741
776,37,Structural,2024-05-02,Surface,Minor,Automated Testing,20.93,1,3,1,2,2024,5,Thursday,0.08,Low,297,502.6245738636364,2,50.3751,501.8043097643098
777,59,Functional,2024-05-31,Component,Moderate,Visual Inspection,698.16,2,1,2,1,2024,5,Friday,0.06,High,351,507.0961061946902,4,25.045099999999998,494.0540740740741
778,31,Functional,2024-01-16,Component,Critical,Manual Testing,270.7,2,1,3,3,2024,1,Tuesday,0.12,Low,352,507.0961061946902,8,62.9977,526.0746875
779,71,Structural,2024-03-24,Internal,Critical,Manual Testing,733.76,1,2,3,3,2024,3,Sunday,0.06,High,352,502.6245738636364,5,29.5278,526.0746875
780,81,Functional,2024-02-05,Surface,Minor,Manual Testing,918.81,2,3,1,3,2024,2,Monday,0.2,Critical,352,507.0961061946902,4,117.40639999999999,526.0746875
781,10,Cosmetic,2024-05-30,Component,Minor,Manual Testing,830.39,3,1,1,3,2024,5,Thursday,0.16,Critical,352,513.9084789644013,6,100.8492,526.0746875
782,92,Functional,2024-04-04,Internal,Moderate,Visual Inspection,429.08,2,2,2,1,2024,4,Thursday,0.16,Medium,351,507.0961061946902,11,75.8884,494.0540740740741
783,73,Cosmetic,2024-04-09,Internal,Moderate,Automated Testing,800.91,3,2,2,2,2024,4,Tuesday,0.06,Critical,297,513.9084789644013,5,44.0672,501.8043097643098
784,2,Functional,2024-03-30,Surface,Moderate,Automated Testing,36.5,2,3,2,2,2024,3,Saturday,0.07,Low,297,507.0961061946902,8,31.894000000000002,501.8043097643098
785,63,Cosmetic,2024-04-07,Surface,Moderate,Visual Inspection,861.84,3,3,2,1,2024,4,Sunday,0.2,Critical,351,513.9084789644013,5,91.7406,494.0540740740741
786,54,Cosmetic,2024-06-24,Surface,Minor,Automated Testing,947.21,3,3,1,2,2024,6,Monday,0.09,Critical,297,513.9084789644013,8,43.9343,501.8043097643098
787,36,Functional,2024-01-23,Surface,Minor,Manual Testing,37.44,2,3,1,3,2024,1,Tuesday,0.12,Low,352,507.0961061946902,5,52.018499999999996,526.0746875
788,41,Structural,2024-01-25,Component,Critical,Automated Testing,571.65,1,1,3,2,2024,1,Thursday,0.11,High,297,502.6245738636364,8,58.3353,501.8043097643098
789,54,Structural,2024-01-21,Surface,Minor,Automated Testing,331.32,1,3,1,2,2024,1,Sunday,0.09,Medium,297,502.6245738636364,7,43.9343,501.8043097643098
790,3,Structural,2024-03-10,Internal,Critical,Manual Testing,212.4,1,2,3,3,2024,3,Sunday,0.08,Low,352,502.6245738636364,8,31.0665,526.0746875
791,94,Functional,2024-04-15,Surface,Minor,Automated Testing,451.46,2,3,1,2,2024,4,Monday,0.06,Medium,297,507.0961061946902,3,34.898,501.8043097643098
792,99,Functional,2024-03-05,Internal,Minor,Manual Testing,948.05,2,2,1,3,2024,3,Tuesday,0.1,Critical,352,507.0961061946902,8,55.981300000000005,526.0746875
793,79,Functional,2024-05-07,Component,Moderate,Visual Inspection,111.39,2,1,2,1,2024,5,Tuesday,0.13,Low,351,507.0961061946902,4,74.263,494.0540740740741
794,81,Structural,2024-03-21,Internal,Critical,Automated Testing,281.41,1,2,3,2,2024,3,Thursday,0.2,Medium,297,502.6245738636364,6,117.40639999999999,501.8043097643098
795,83,Structural,2024-03-08,Internal,Minor,Automated Testing,866.14,1,2,1,2,2024,3,Friday,0.11,Critical,297,502.6245738636364,5,52.4495,501.8043097643098
796,83,Structural,2024-05-08,Component,Minor,Visual Inspection,545.23,1,1,1,1,2024,5,Wednesday,0.11,High,351,502.6245738636364,5,52.4495,494.0540740740741
797,62,Cosmetic,2024-06-09,Surface,Moderate,Visual Inspection,545.72,3,3,2,1,2024,6,Sunday,0.09,High,351,513.9084789644013,7,32.7141,494.0540740740741
798,77,Functional,2024-05-10,Component,Critical,Visual Inspection,395.56,2,1,3,1,2024,5,Friday,0.14,Medium,351,507.0961061946902,6,76.5737,494.0540740740741
799,87,Structural,2024-06-08,Component,Moderate,Manual Testing,914.5,1,1,2,3,2024,6,Saturday,0.12,Critical,352,502.6245738636364,12,62.4517,526.0746875
800,38,Cosmetic,2024-05-30,Internal,Minor,Automated Testing,339.94,3,2,1,2,2024,5,Thursday,0.08,Medium,297,513.9084789644013,6,38.5737,501.8043097643098
801,77,Cosmetic,2024-03-18,Surface,Moderate,Visual Inspection,206.92,3,3,2,1,2024,3,Monday,0.14,Low,351,513.9084789644013,3,76.5737,494.0540740740741
802,98,Functional,2024-03-17,Component,Moderate,Visual Inspection,336.29,2,1,2,1,2024,3,Sunday,0.08,Medium,351,507.0961061946902,6,46.043800000000005,494.0540740740741
803,93,Structural,2024-01-08,Internal,Critical,Visual Inspection,911.03,1,2,3,1,2024,1,Monday,0.09,Critical,351,502.6245738636364,5,34.596599999999995,494.0540740740741
804,13,Structural,2024-01-06,Surface,Minor,Visual Inspection,720.18,1,3,1,1,2024,1,Saturday,0.09,High,351,502.6245738636364,9,51.006400000000006,494.0540740740741
805,23,Functional,2024-04-17,Surface,Moderate,Manual Testing,602.51,2,3,2,3,2024,4,Wednesday,0.07,High,352,507.0961061946902,2,40.8322,526.0746875
806,22,Functional,2024-04-08,Internal,Critical,Manual Testing,996.6,2,2,3,3,2024,4,Monday,0.08,Critical,352,507.0961061946902,7,37.5166,526.0746875
807,99,Cosmetic,2024-01-28,Surface,Minor,Automated Testing,373.64,3,3,1,2,2024,1,Sunday,0.1,Medium,297,513.9084789644013,8,55.981300000000005,501.8043097643098
